place_id,place_name,review_rating,review_text,review_language,review_time,relative_time_description,author_name
ChIJEYG9wZsHdkgR8m-KaZlRo-M,McDonald's,1,"Visited this McDonald’s at 25/27 Shaftesbury Ave with my family during a London trip. My 8-year-old urgently needed the toilet. There was a sign saying the toilets were closed, which I understand can happen. I asked a staff member named Hong C for clarification. She did not stop, did not look at me, and walked away saying “no toilet” while continuing upstairs.

The issue was not the toilet being closed. It was the complete lack of basic courtesy. No explanation, no acknowledgement, no attempt to speak to a parent with a child in need. We left feeling embarrassed and unwelcome. This is not acceptable customer service, especially in a busy central London location that serves families.

I normally don't bother leaving bad reviews but people like this who have no empathy keeps my blood boil.",en,1767538164,a month ago,Lijo George
ChIJEYG9wZsHdkgR8m-KaZlRo-M,McDonald's,4,"Did the job!
Surprisingly quick service even though it was packed.

Couldn't use the mcdonald app here though sadly...",en,1766524504,a month ago,James Tredgett
ChIJEYG9wZsHdkgR8m-KaZlRo-M,McDonald's,2,"Today, October 2nd, I entered this branch at 8pm and waited for 20 minutes for a simple coffee. There were only three people in that branch during rush hour and it's strange why this branch is so understaffed.",en,1759436518,4 months ago,Arash Shahsavari
ChIJEYG9wZsHdkgR8m-KaZlRo-M,McDonald's,1,Terrible service. Manager and workers were not accommodating for strollers. They do not even have elevator to have patrons sit whom have small children. Do not recommend if you are traveling with kids and want to sit down and eat your food. Other sit down areas are far away from McDonald's and are high tops. This location needs to do better. 0/10 rating to how the situation was handled and lack of customer service.,en,1734810319,a year ago,Kathleen Arce
ChIJEYG9wZsHdkgR8m-KaZlRo-M,McDonald's,5,Probably the fastest service I've ever experienced. Was in and out in about 2 minutes with a full meal and the staff worker who handled my order was very nice. Would recommend for a quick bite in Piccadilly!,en,1765326276,2 months ago,Sadie Klingele
ChIJRcysonMbdkgRv9tOfn9JI80,McDonald's,5,"Nice place to stop for breakfast. Not busy on my visit. Clean and tidy, well maintained. There were seats on my visit at 7.30am. Food and coffee was good, served quickly too. As with most McDonald's restaurants, the printer failed on the touchscreen with my order. This is extremely common at McDonald's as the staff are busy serving customers. The whole ordering process is delayed by this and should be addressed.",en,1758183540,4 months ago,Mark Sutton
ChIJRcysonMbdkgRv9tOfn9JI80,McDonald's,2,"It was complete chaos inside this McDonald's. The self-order machines weren’t working properly — they didn’t even print receipts, so nobody knew which order belonged to whom. It was really disorganized, and I had to wait almost half an hour just to get an ice cream. That’s definitely not what I expect from McDonald’s, especially for something so simple. There were too many people running around, and no clear structure or coordination. Honestly, it was a very disappointing experience.",en,1766325788,a month ago,Mansur
ChIJRcysonMbdkgRv9tOfn9JI80,McDonald's,2,I went today for my lunch it was totally disappointed and disaster. The table were not cleaned and there was a lot of mess on the floor as well and another thing is they missed my burger and i went there again . It was my break time so they ruined my resting time as well . This branch is always busy so they have to put more staff on busy days especially in London. Very disappointed but food was good,en,1756739313,5 months ago,Media Hub
ChIJRcysonMbdkgRv9tOfn9JI80,McDonald's,4,"Bigshout out to a lady who shouts order numbers. If she does it whole day, this is a killer job for a soul. And throat.

Very fast service for such a busy place, they have a good crew there.

Food was ok, it’s Mac. Fries arrived a bit cold and we know what it means in Mc, not that great. Burger was ok, kept up with standards.

Clean too and from what I gather lots of seats downstairs and upstairs.

Kinda dystopian vibe as many places in London now.",en,1760796013,3 months ago,Damian Lubanski
ChIJRcysonMbdkgRv9tOfn9JI80,McDonald's,1,"I recently visited McDonald’s and ordered a chicken wrap, but was disappointed to receive a bacon chicken wrap instead. As someone who doesn’t eat bacon, this was really frustrating. It’s important that orders are prepared correctly, especially when dietary preferences or restrictions are involved. I hope the staff can be a bit more careful moving forward. Mistakes happen, but attention to detail goes a long way.",en,1744834137,9 months ago,Dinesh Reddy
ChIJK15tWFUbdkgR-FzGjFmLSjA,McDonald's,1,"I’ve always been a fan of McDonald’s. I don’t eat there very often but when I do it always hits the spot. You always know exactly what you’re getting. Unfortunately that doesn’t seem to be the case with this establishment. The chips were stale and tasteless. They had clearly either not been cooked correctly or had been sitting around for ages before being served. The cheeseburger wasn’t great either.

Extremely disappointing. For the first time in my life, I didn’t finish a McDonald’s meal.",en,1765915336,a month ago,Jack Kirwan
ChIJK15tWFUbdkgR-FzGjFmLSjA,McDonald's,1,"Unbelievable this is medium size fries...Even I told the staff right away when I open the bag. Come on... I bet it's smaller than original small fires. Never ever go back again.. Btw, all the pos won't print out the receipt, I don't even have a chance to complain to customer service.",en,1764696870,2 months ago,Akira
ChIJK15tWFUbdkgR-FzGjFmLSjA,McDonald's,4,"One of the friedliest stuff in all Mc's in London. I was greeted with smile, and I didn't look fake.

No sitting so taken a spot next to window, bit dirty though. Burger was above average for this chain, and they didn't save on ketchup. Very hot chips, always a welcomed addition.

Overall the best Mc I've visited so far. Shame there is no seats, and only few outside but I understand the limitations.",en,1764444995,2 months ago,Damian Lubanski
ChIJK15tWFUbdkgR-FzGjFmLSjA,McDonald's,1,One of the staff member (the one who is gay(respectfuly))was really rude to me while taking the order. I placed the order for medium meal but then asked for large meal price. He said i have already pressed medium next time say large very rudely and loudly infront of other people which was really insulting. There could be a nice way of saying it! really disappointed!,en,1768941861,2 weeks ago,Akshita Anand
ChIJK15tWFUbdkgR-FzGjFmLSjA,McDonald's,1,Went yesterday ordered a Mac chicken my parents got two Big Mac and medium fries walked back home like 5 minutes reached I got a stomach pain and went to the toilet couldn’t sleep all night then I vommited my entire body out even though I saw the bad reviews I still ignored pls don’t do my mistake unless you want to feel sick or even what happened to me💔😭🤢🤢🤮🥴,en,1753359500,6 months ago,Kareem K
ChIJedbqvawEdkgRteIsblwlQtQ,McDonald's,5,"I am from Madrid and I have traveled half the world and I have never seen a Mc Donalds more spacious, so clean and well organized. Congratulations, impressive work. I will be back",en,1755946677,5 months ago,Mery González Gantes
ChIJedbqvawEdkgRteIsblwlQtQ,McDonald's,3,"On 2 Big Macs , one was made with selection- no onions and pickles but in real it was with. The order was made through McDonalds kiosk, first, by the entrance- could not accept application code and no receipt. I could not check and proof that I ordered Apple pie, which was missing. Thanks to very kind, helpful lady , being around, perfectly doing her job.  The mistake was corrected by her in minutes. (Got the missing Apple pie)
PS. I could not spot her name while ahead worked between us eating 🙂",en,1755607965,5 months ago,Jolanta Wiencis-Boniek
ChIJedbqvawEdkgRteIsblwlQtQ,McDonald's,5,"lovely mcdonald’s, very spacious and very clean inside, heaps of tables staff and quick and polite, food was very good tastes the same as australia, mcdonald’s is mcdonald’s end of the day, however there is a very serious issue. no straw with drink😡 other wise very good experience, the fact that the sauce comes in a little tub instead of a packet is incredible 😊😊😊",en,1751367027,7 months ago,Vaqxe !
ChIJedbqvawEdkgRteIsblwlQtQ,McDonald's,5,"The manager Mohcen is absolutely fantastic! I was going here during my lunch breaks in December. When the app and the self-service kiosks were down he really helped me use my offers exactly how I wanted and with no hesitation. I also ordered a lot for my team on a busy day (about 40 burgers plus more) and he and his team had them out promptly, organised and great quality! Cannot praise them enough :)",en,1767917671,a month ago,Elliott Mower
ChIJedbqvawEdkgRteIsblwlQtQ,McDonald's,5,"My go-to lunch spot. Come here regularly for a quick lunch and it's a really busy branch right by St Paul's Cathedral, especially during the lunch time rush so I try to go after 2pm, otherwise it's a long wait for your food. The tables aren't always clean but it's understandable and the staff are very busy. There's also a lot of seating, but I prefer not to sit on the lower section as the WiFi never works.",en,1737410269,a year ago,Athena Aywello
ChIJXcy4sM0EdkgRvEuuQyY4Yxk,McDonald's,5,"My favourite McDonald’s in a while world!
Fast, clean, friendly.
Amazing customer experience!
Hard working staff and good location.

The disadvantage is that you not bringing vouchers for local businesses that our staff staff can use it as it was before. We could have more vouchers please for local businesses.

Otherwise all great!",en,1577702049,6 years ago,Artem Artemenko
ChIJXcy4sM0EdkgRvEuuQyY4Yxk,McDonald's,1,"Fraud MacDonald's, two peoples who are working in this has changed the Till settings of the system and charged double than the normal, Need to complain a fraud case against them. And providing fake receipts to the customers...",en,1598310048,5 years ago,abdul mujeeb
ChIJXcy4sM0EdkgRvEuuQyY4Yxk,McDonald's,4,"Staff working very hard to get food prepped quickly and keep customers in the right areas to order and wait, but lobby is a bit small for proper social distancing. Staff still careful to be welcoming and ensure orders are correct before customers leave.",en,1639918094,4 years ago,K Conway
ChIJXcy4sM0EdkgRvEuuQyY4Yxk,McDonald's,1,Milkshake was rank. Need to clean the machine I think. I bought a milkshake and it was full of bits of lumpy milk. Not great.,en,1632070515,4 years ago,Rachel
ChIJXcy4sM0EdkgRvEuuQyY4Yxk,McDonald's,1,"This McDonald's has been closed since at least 2022 when it became a German kebab place. You can see this very clearly on Google Street View.
Within a ten minute walk are three other McDonald's. The more recent reviews are presumably for one of them, probably Cambridge Circus.",en,1721247026,a year ago,D Cairns
ChIJGS7Sga0cdkgR46nd-S661TM,McDonald's,3,"No real seating so this is a pickup to go.
Unfortunately there isn't much seating options outside. In a busy station it means it popular and people would be seating outside anywhere and leaving litter behind.
Plenty of self serve kiosks and orders are very quick.",en,1748431545,8 months ago,Sam Aberman
ChIJGS7Sga0cdkgR46nd-S661TM,McDonald's,1,Many people including myself had to leave for their trains despite being at the station early and ordering 20 mins before my train. I had to leave as I had to take my train and they couldn’t even make a small chicken mayo and small fries in 20 mins. What’s going on England? Australia and everywhere else is faster than you guys.,en,1769874562,a week ago,Janna May Failagutan
ChIJGS7Sga0cdkgR46nd-S661TM,McDonald's,4,"I’d give this McDonald’s in London a solid 4 stars. The place was busy but moved fast, food came out hot, and everything tasted exactly how you expect, which is sometimes all you want. Staff were efficient, not overly chatty, but polite enough to keep things smooth. A bit more seating space would make it better, yet overall it did the job well.",en,1768481135,3 weeks ago,Fahad Adam ali
ChIJGS7Sga0cdkgR46nd-S661TM,McDonald's,2,"Every time I visit, they miss part of my order. As there is no seating or management, you cannot complain and website does not care that apple pies/ McFlurry/ chips etc are not given as people have to run for trains and do not have time to complain. I guarantee you will be missing items from your order",en,1755724841,5 months ago,s b
ChIJGS7Sga0cdkgR46nd-S661TM,McDonald's,3,Had their veggie sandwich which was dry so definitely needed a little sauce maybe some barbecue sauce would make it better. The fries and nuggets were regular. Note this is a location that only doesn’t offer dine in however there are a few chairs and tables on the outside.,en,1717956754,a year ago,ExploreWithChar
ChIJwcW8EjIDdkgRV1USioNYUGU,McDonald's,4,Take out only. Very expensive rent I’m sure so they have no seating. Very disappointing but then most people here getting on trains so we understand.,en,1765132513,2 months ago,David Stejkowski
ChIJwcW8EjIDdkgRV1USioNYUGU,McDonald's,4,"Food was good and served hot, exactly what you’d expect from McDonald’s. There’s only takeaway available at this location, and the delivery/takeaway time was a bit longer than usual due to how crowded it was. Still, a satisfying experience overall.",en,1752996091,6 months ago,appu r madhav
ChIJwcW8EjIDdkgRV1USioNYUGU,McDonald's,5,"I order takeaway from this McDonald’s often and everything is always spot on. The food was hot, fresh, and prepared exactly as requested. Fries were perfectly salted and still crispy by the time I got where I was going. The Big Mac tasted just like it should classic, juicy and satisfying. Service was super quick, and the staff at the counter were efficient. However, since it’s a face paced resturant and there is no dining in, sometimes the staff rush too much and don’t take the time to give you basic necessities such as tissue or sauce. Before you can even ask they have dropped your food and left.",en,1748905380,8 months ago,Honest Reviews
ChIJwcW8EjIDdkgRV1USioNYUGU,McDonald's,1,"Ordered the soy garlic nuggets, got given normal nuggets after a long wait…
Can see the soy garlic tab pushed down next to the beige nugs",en,1763853680,2 months ago,M B
ChIJwcW8EjIDdkgRV1USioNYUGU,McDonald's,3,"McDonald's in London bridge.
This is one of the good McDonald's. Food always cooked well and chips not to soggy, like some McDonald's.
Always stop here and grab a cheeky meal when waiting on train.

They have self-service machines.
It can get busy but the service is not too slow.",en,1748467026,8 months ago,Gemmalicious Tv
ChIJW9EEszIDdkgRzOLHUICaUOU,McDonald's,1,"Very bad service. I am waiting for food for half an hour though food already ready.We asked for food but they did misbehave with me,they are also rude to me. We sat down and were quickly harassed by a staff member to write a 5 star review on the mcdonald’s app. She took my phone forcefully and started writing a review. She continued to harass our table to write reviews and this was extremely uncomfortable and unpleasant of an experience, this has never happened in another mcdonald’s to me before and was really stressful.",en,1769456239,a week ago,Masuda aktar
ChIJW9EEszIDdkgRzOLHUICaUOU,McDonald's,1,"Ordered McDonald’s from Commercial Road to our hotel via Deliveroo late at night. Big mistake. Huge. The restaurant is roughly 5 minutes away, yet the food arrived at 4:46am, over an hour after ordering. By the time it showed up, we’d aged emotionally and spiritually.
When we finally took the food upstairs, we discovered the bag was soaking wet. Not “a little damp.” I mean biblical flood levels. Turns out the Fanta Orange had been placed upside down in the bag (bold choice), exploded everywhere, and marinated the entire order. It also soaked through onto the hotel’s white bedding, making it look like someone had absolutely lost control of their bladder. Explaining that to hotel staff should be fun. Loved that for us.
The chips were beyond saving — completely inedible, like they’d been dredged from a puddle and then insulted. The Big Mac was somehow both cold and soggy, with the texture of wet cardboard. I took one bite and genuinely thought I’d eaten packaging. Still not convinced I didn’t. I took one bite and immediately regretted every life decision that led me there.
The “sharing” chicken nuggets were the only survivors, and even that’s generous. They tasted like oranges. Not chicken — oranges. A flavour profile I wasn’t emotionally prepared for.
The Coke? Pure syrup. Thick, sweet, and tasted like it was made from the leftover dregs no one else wanted. Honestly impressive how bad it was.
Everything was stone cold, soaking, and borderline traumatic. One of the worst takeaway experiences I’ve ever had. If you’re hungry late at night, I’d recommend literally anything else — including sleep, fasting, or chewing the hotel pillows (they were drier).
Would not order again. Ever.",en,1769712950,a week ago,Alexandra Brown
ChIJW9EEszIDdkgRzOLHUICaUOU,McDonald's,3,"I went to McDonald's to try their new Philly Cheese menu item, but unfortunately, it didn't quite hit the spot for me. The flavors were okay, but it just didn't live up to the hype. Maybe I was expecting something more authentic to the classic Philly cheesesteak vibe, but this just felt like another burger with some cheese sauce. Definitely wouldn't go out of my way for it again. Maybe give it a shot and see what you think, but for me, it was just meh.",en,1758093610,4 months ago,joseph michael
ChIJW9EEszIDdkgRzOLHUICaUOU,McDonald's,4,"Great place to come and eat like every other mcdonald’s
i’m not just not very fond of the area becuz this area is js a bit.. yk especially when it becomes night.
Service here is very good and they never make a mistake, and the food comes very quickly",en,1764089641,2 months ago,star.
ChIJW9EEszIDdkgRzOLHUICaUOU,McDonald's,1,"We sat down and were quickly harassed by a staff member to write a 5 star review on the mcdonald’s app. She took my phone forcefully and started writing a review. She continued to harass our table to write reviews and this was extremely uncomfortable and unpleasant of an experience, this has never happened in another mcdonald’s to me before and was really stressful.",en,1764620295,2 months ago,Monika Gudelyte-Titford
ChIJL64MNcUcdkgRZX_-qlubsK4,McDonald's,5,"It was a filthy day,cold too . Went in with my Brompton,left a tyre trail..but the lady cleaner..server, middle aged, woman.. reassured me,it was fine and she'll be at it all day.You can't beat nature.
It rains, floor gets wet, I walked it out carrying it... She's a asset for your firm",en,1769417900,a week ago,Peter Harman
ChIJL64MNcUcdkgRZX_-qlubsK4,McDonald's,1,"Every time I order my products online, my order arrives with parts missing . And is the same story every time. Seems like everyone is in a hurry there and doesn't matter that the order will not be delivered in full. I don't complain about the fact that the food is cold in the cold weather, is drivers fault. But not having a full delivery that i payed for is more than annoying. And the fact that I have to fight with a bot and not get an actual person on customer service is not a nice also.",en,1766436023,a month ago,Alex Eu
ChIJL64MNcUcdkgRZX_-qlubsK4,McDonald's,2,"The AC was blasting, my hand froze and had to eat with gloves so  Ii couldn't really eat anything. Do not recommend to go in. The service it's very slow, order took 22 minutes at 5PM. I asked a manager to reduce the AC power but she said she's also freezing but that's what the boss wants. She did try her best but it's still unpleasant to be inside here. From my child menu the drink was missing and my husband coconut chocolate was replaced with the cheaper version. They did replaced it Indeed but that's just wasteful because they had to just throw a drink. Maybe they're too rushed, maybe not enough personnel , a lot off areas to be improved. It doesn't matter if the food it's good or not if you can't even enjoy it .",en,1767376442,a month ago,Bella Green
ChIJL64MNcUcdkgRZX_-qlubsK4,McDonald's,5,"We visited McDonald’s at 3 AM, and it was much appreciated that they are open 24 hours. The convenience of having a reliable spot for late-night cravings is unbeatable!

However, it would be even better if the dine-in option were available at that time. It would make the experience more comfortable, especially for those who prefer to sit and enjoy their meal rather than take it to go.

Still, the service was efficient, and the food met the usual McDonald’s standard. Overall, a great option for late-night bites!",en,1733281101,a year ago,Nithin Frederick
ChIJL64MNcUcdkgRZX_-qlubsK4,McDonald's,1,"All experience is awful, dirty, stuff dont wear gloves when pre-pare food, one person doing 3 jobs, cheesburger looked awful",en,1737508103,a year ago,Kristina Klicko
ChIJrb4TyO8DdkgRcQAxICOWvyk,McDonald's,1,Ordered double quarter pounder large meal coke chips double cheese burger and nuggets. They packed the drink with the meal and the whole meal was completely ruined!!! All food items was soaked in coke. I requested no gherkin and no onions in my food. That was ignored. I have a allergy. This is by far the worse McDonald's I have ever eaten from. Retrain your staff in how to read orders and pack drinks separately like EVERY other McDonald's does!!! Appalled by this experience,en,1763520529,2 months ago,Danny Bygrave
ChIJrb4TyO8DdkgRcQAxICOWvyk,McDonald's,1,I ordered a big tasty today and it came dry like it’s been sitting around for hours. The bun was crusty and the meat was extremely dry and crusty around the outside.,en,1765288854,2 months ago,Charles Yearwood
ChIJrb4TyO8DdkgRcQAxICOWvyk,McDonald's,4,Excellent service good staff but one problem that they don’t have proper declarations whiether ite halal or not,en,1763077452,2 months ago,Sumair
ChIJrb4TyO8DdkgRcQAxICOWvyk,McDonald's,2,"Avoid at night !! ..especially if there's a events nearby. Usually pretty dirty and overflowing bin . Staff barely speaking English its an absolute nightmare to order via the drive thru 🤦‍♀️
Fast food mean it should not take 10 minutes of queuing to get my food !!
Always ask for ""FRESHLY COOK FRIES"" or special order !",en,1755089680,5 months ago,Jane Doe
ChIJrb4TyO8DdkgRcQAxICOWvyk,McDonald's,1,"Customer service from the Manager is the worst. Not being racist, but the Bengali Manager who usually works in the night time has no common sense at all and should be fired. I ordered 4 Drinks and politely asked for a bag from him and he doesn’t want to give me one. I told him that it’s four orders and it’s cold out there and I am literally walking for at least half an hour to go the hospital with all 4 drinks on my hand. Take note it’s not the first time. Everytime or whenever he’s on duty, you will have to beg for bag from this guy. He would tell you they don’t have a take away bag even when you can actually see the take away bag inside.",en,1764276226,2 months ago,Angelo Tan
ChIJCxOkYUQddkgR7CM6A050bJ4,McDonald's,4,"I scanned the QR code at my table, placed my order and it arrived quickly. The carpark is a little small but not full so. After my food I drove three minutes to see Bow Church hoping to hear the sound of Bow Bells An all round enjoyable experience.",en,1768900920,2 weeks ago,Guy
ChIJCxOkYUQddkgR7CM6A050bJ4,McDonald's,5,"McDonald’s is always a reliable choice for quick and satisfying food. The service was fast and the staff handled orders efficiently even during busy hours. The burgers were fresh fries were hot and crispy and everything was well-packed. The restaurant was clean and well-maintained making it comfortable to dine in. Overall, a consistent experience that meets expectations every time.",en,1766275873,a month ago,Rena
ChIJCxOkYUQddkgR7CM6A050bJ4,McDonald's,3,"We had a take away as drive through, although staff was polite and service was fast... but they mixed up our order, we noticed part was different, so they fixed that bit quickly. We should've check it all as some things were still missing but we noticed only when we were at home. Next time if we go there we will definitely double check everything.",en,1762892279,2 months ago,Olga Dar
ChIJCxOkYUQddkgR7CM6A050bJ4,McDonald's,2,"This is a complaint about the security guard and you can verify it from the cameras. I can in at around 10:30pm to get food after my rehearsal. Firstly he was talking loudly on the phone near the door, and I walked to the furthest screen to order my food. He shortly joined me and stood behind me for a few seconds before passing very closely behind me and then going to stand by the collection point. He was staring at me the entire time and I pretended not to see him. When the called my number I hadn’t looked at my receipt yet so I was looking to check and he rudely shouted ‘yo is that your number’. As I walked over to collect it he proceeded to look and up and down focusing on my private area. As soon as I realised what he was doing I looked at him in disgust and he says ‘ I work here why are you looking at me like that’ and I said because he’s looking at me like that. He then proceeded to berate me and tell me that he’s married.. why would he say that if he wasn’t looking at me that way? I felt absolutely horrible when I left and I will never be coming back to this branch again solely because of him.",en,1764716293,2 months ago,Lanre Sarah Abdul-Gaffar
ChIJCxOkYUQddkgR7CM6A050bJ4,McDonald's,1,"I was the only person waiting for the order , there was 3 people in the restaurant at all , i ordered 2 happy meals and 1 cheese burger and one chicken salad burger, had to wait 12 min for my order , i just cant imagine if i would come on lunch time there, would wait 2h for my order ? Same guy was serving drive through and restaurant ... mcdonalds lowers theyre service every day or every hour ?",en,1764621978,2 months ago,Renaldas Gentvilas
ChIJJVXSBOOn2EcRInxWbQ20vj8,McDonald's,1,"Id give it 0 stars if I could. Asian man took my order, Im not sure who prepared my order but I ordered a Big Mac menu and they didnt even put the complimentary condiments. Not to mention they also didnt melt the cheese properly. Train your staff properly lol",en,1768913389,2 weeks ago,Irene
ChIJJVXSBOOn2EcRInxWbQ20vj8,McDonald's,5,"Had a great experience at McDonald’s thanks to Zain bhai. He was very polite, helpful, and made sure the order was correct. His friendly attitude and quick service really stood out. Employees like him make the visit enjoyable. Keep up the great work!”",en,1768585009,3 weeks ago,Jeremy 07
ChIJJVXSBOOn2EcRInxWbQ20vj8,McDonald's,5,"This macdonalds serves me brilliantly pretty much any time I pass here.
It's a challenging area but they serve it well.
I need to relax at times and in here you certainly can.
I don't have the american cheese in the mcmuffin and try to add a healthy option like fruit or the cucumber which I appreciate when managing weight.

I do appreciate macdonalds,",en,1758614095,4 months ago,peter burke
ChIJJVXSBOOn2EcRInxWbQ20vj8,McDonald's,1,"I placed an order via the drive-through, and upon arriving home, I discovered that my apple pie was missing. Unfortunately, I had misplaced the receipt, which prevented me from addressing the issue. Therefore, I recommend verifying your order to confirm all items are present before departing.",en,1769362544,a week ago,Paul Tucker
ChIJJVXSBOOn2EcRInxWbQ20vj8,McDonald's,1,"Very disappointing experience. The food was cold and tasted old, like it had been sitting out for a long time. The fries were soggy, and my burger was missing ingredients. The place was dirty, and the staff seemed uninterested and rushed. I had to wait a long time even though it wasn’t busy. Definitely not worth the money—won’t be coming back.",en,1766349837,a month ago,Criss Charlee
ChIJJ0KP7kSp2EcRnd7ZqkRrc6k,McDonald's,5,McDonald’s has built its reputation on speed and consistency. No matter where you go the food usually tastes the same which many customers appreciate. The fries are often hot and well-seasoned and the burgers are filling for the price. Mobile ordering and drive-thru service make it easy to grab food without waiting long.,en,1766357977,a month ago,Raymond
ChIJJ0KP7kSp2EcRnd7ZqkRrc6k,McDonald's,5,"I reach MCDONALD'S very busy evening (around 10 p.m.)and  stuff was very nice and with great food order. I hope they are getting tips from them hard work, because oposite train station is very busy place. Well done supervisor or manager, who's taken care of that very busy place.
Place is clean, atmosphere 👌 good, food service perfect 👌. How busy they are....I would be grateful for being there again.
Thanks for everyone up there. You ❤️ are doing great work 👏.",en,1758648338,4 months ago,Ausra Kaunaite
ChIJJ0KP7kSp2EcRnd7ZqkRrc6k,McDonald's,4,"This McDonald's, conveniently located directly opposite Canning Town Station, offers blazing-fast service and step-free access to its upper-level seating area. However, be warned: my recent experience was uniquely disappointing. My hash browns were a soggy mess, completely stuck to their wrappers.  I recommend checking your order before leaving to avoid a similar disappointment.",en,1733464729,a year ago,Paul Brown
ChIJJ0KP7kSp2EcRnd7ZqkRrc6k,McDonald's,1,"I had a very disappointing experience at this McDonald’s on the 28th September. This isn’t the first time my order has been wrong – the staff regularly forget items, which is frustrating enough. But this time, when I went back to claim the missing food and asked for the order to be replaced since it had gone cold, the manager was extremely rude and refused to listen to my reasons.

As a paying customer, I don’t think it’s unreasonable to expect a complete and warm meal, or at the very least some basic respect when an error is made. The lack of care, accountability, and poor attitude from management left me feeling upset and very dissatisfied.",en,1759225082,4 months ago,Marco Toscano
ChIJJ0KP7kSp2EcRnd7ZqkRrc6k,McDonald's,1,"The Sausage and Egg McMuffin is my favorite, but when I bought it today, I noticed they changed the sausage to a thinner slice. It didn’t taste like before — it was very dry. Maybe they’re trying to cut ingredient costs, but it ended up tasting really bad.",en,1764754154,2 months ago,Apricity
ChIJx5RkYN4ddkgRgO1IlyHM2bM,McDonald's,1,"been waiting for a VAT invoice for more than a month, still not received it after a request and a reminder. Now I copied McDonald's customer service in. let's see if that speeds things up. Anyway, none of this would be necessary if they just set up their company details and VAT number on the receipts...",en,1765889607,a month ago,Alessandra T
ChIJx5RkYN4ddkgRgO1IlyHM2bM,McDonald's,1,"Ordered food from here food from arrived cold in fact and at a similar temperature as the cold drinks that accompanied the meal.Had no recourse to complain as the courier was the only immediate point of contact.My partner had to eat the cold food due to a medical conditio,as stated above the food arrived cold despite the venue being less than a mile away from where I was staying",en,1763934255,2 months ago,Thediary Jackson
ChIJx5RkYN4ddkgRgO1IlyHM2bM,McDonald's,1,"Order a chicken and bacon salad...
Came with no chicken or bacon lol",en,1762479898,3 months ago,Manuel Torres
ChIJx5RkYN4ddkgRgO1IlyHM2bM,McDonald's,1,"The worst customer service ever
The girl named jannatul is very rude 👎🏽",en,1759780909,4 months ago,Sachin Thomas
ChIJx5RkYN4ddkgRgO1IlyHM2bM,McDonald's,1,"Spent £17 on delivery with justeat, ordered 9 chicken selects and got 9 chicken nuggets instead with everything else on the order missing. Restaurant said they couldn't do anything and just eat didn't reply or refund my request.

Spent £17 for 9 chicken nuggets, this is the second time this has happened absolute theft.",en,1734442794,a year ago,Cookes
ChIJAabxEa0adkgR8AqlqiKGrN8,McDonald's,1,I have ordered delivery from this facility and I received a wrong order! They sent me a regular Big Tasty meal instead Double Big Tasty Meal. Also I ordered one more Big tasty without onion and I received a burger WITH onion and without lettuce. I have thrown away it as I have an intolerance for onion 🫣 customer service is so poor - they offered me refund just £3! Just for one burger. What’s a shame!,en,1764273359,2 months ago,Olga Vilhutska
ChIJAabxEa0adkgR8AqlqiKGrN8,McDonald's,1,Waited 15 minutes for 2 breakfast orders. The lady preparing the food wasn’t wearing gloves. Thankfully I checked my order before I left as was missing my flatbread and hash brown. Staff busy chatting to each other and not paying attention to the orders.,en,1762028599,3 months ago,Pat Francis
ChIJAabxEa0adkgR8AqlqiKGrN8,McDonald's,5,"One thing that most customers don't pay attention to is the amount of money they pay compared to the amount of service or the food quality they receive.

I paid less than eight pounds for two.  That is less than four pounds per person.  Considering this amount, I was very satisfied with the food I ate.  I enjoyed the environment in which I sat.  The fact that I didn't wash my dishes, I didn't pay for energy, and I didn't even clear my table myself, the amount of four pounds is so great!

I think those who give McDonald's a low rating are missing this point.  It seems to me that even though they only pay four pounds for a meal, they expect the service of a luxury Italian restaurant in the city center.  While even the most luxurious restaurants in the city cannot be perfect in providing services.

Anyway, my suggestion for someone who doesn't have enough time to cook and is looking for a place to sit and eat after a long shopping and most importantly doesn't want to pay a lot for it would definitely be McDonald's.",en,1669207030,3 years ago,Farnood Mehrzadegan
ChIJAabxEa0adkgR8AqlqiKGrN8,McDonald's,1,"Very disappointed.. I am a customer from childhood.. didn’t get receipt and food was given to someone else, waited 20 minutes for food.
Very disorganised team. Rude male cashier in the mornings, never smiles and doesn’t hand out receipt. You’ve lost a customer Cricklewood McDonalds!
Forgot to add: when I said I was going to make a complaint, lady manager said to “go ahead!”
Very unprofessional and rude.
Another manager rectified and gave me the food but it’s not good enough.. poor customer service ! Please retrain your staff and give receipts so we know our order number!!",en,1766491500,a month ago,F Aziz
ChIJAabxEa0adkgR8AqlqiKGrN8,McDonald's,2,"Food took over 30 minutes to be available to collect. The kiosks would not accept payment and when trying to pay at the counter, we were ignored for around 10 minutes until we asked for someone to come and serve us.
No apology for the long wait.",en,1759139556,4 months ago,Darren Gaskell
ChIJAabxEa0adkgRYXT1YvPKT8o,McDonald's,1,"I’m really disappointed with my recent visit. I ordered a meal deal through the drive-thru and got half-cooked fries, even though I paid for extra cheese only one of the burgers had it. On top of that, I was given drinks but no straws. It’s frustrating to pay for something and not get what you ordered, especially when it’s basic quality and attention to detail. I hope the team takes more care with orders and food preparation in the future.",en,1762654355,3 months ago,Yash Amin
